created_at,username,clip_url
2015-02-26 04:08:12.066738,johnfullard,http://dszi951biamkv.cloudfront.net/clips/videos/f0011dc6-aef5-4b35-9f66-3fcf23d12096/standard.mp4
2015-02-26 04:09:36.830072,hpmendoza,http://dszi951biamkv.cloudfront.net/clips/videos/137260bb-05ae-41d7-b66f-9c16b647d346/standard.mp4
2015-02-26 04:23:05.098787,hpmendoza,http://dszi951biamkv.cloudfront.net/clips/videos/c48f3e63-6452-4897-8270-c207c5c88e94/standard.mp4
2015-02-26 04:25:15.617077,hpmendoza,http://dszi951biamkv.cloudfront.net/clips/videos/4bd4c7ff-971d-4ebf-b5b3-65f92a692a85/standard.mp4
2015-02-26 04:34:20.519812,jef,http://dszi951biamkv.cloudfront.net/clips/videos/fa178794-5aae-4096-ae6f-514fcd4b95ac/standard.mp4
2015-02-26 04:38:29.443611,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/1d90a223-068e-4978-80c5-085823c72e2d/standard.mp4
2015-02-26 04:38:46.105016,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/aa10c5bd-5688-4ae9-82e7-437e56aa60e2/standard.mp4
2015-02-26 04:39:38.165129,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/72f0bde3-86d2-4460-adc9-b48ca14af2e3/standard.mp4
2015-02-26 04:40:16.025157,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/8ae818b3-7bc2-4f4c-903c-bb160ec81032/standard.mp4
2015-02-26 04:46:12.964611,jef,http://dszi951biamkv.cloudfront.net/clips/videos/a2d77a43-cc8f-4059-8c35-7145146e6465/standard.mp4
2015-02-26 05:25:29.505815,jojo,http://dszi951biamkv.cloudfront.net/clips/videos/118a760b-994f-4dfb-919a-61e28b8e1f35/standard.mp4
2015-02-26 05:46:01.121143,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/954508d3-ffd2-4201-a9de-8d2184f62fb4/standard.mp4
2015-02-26 05:46:51.781474,hpmendoza,http://dszi951biamkv.cloudfront.net/clips/videos/a89d812c-09e0-42bf-9dec-1d00c3a2082e/standard.mp4
2015-02-26 06:57:12.915757,jef,http://dszi951biamkv.cloudfront.net/clips/videos/a1c50cf8-f3c1-4312-9c75-40ab5ba23706/standard.mp4
2015-02-26 06:57:35.722839,jef,http://dszi951biamkv.cloudfront.net/clips/videos/c9a537d0-a769-457a-a7d0-588fa41c8025/standard.mp4
2015-02-26 06:58:04.770359,jef,http://dszi951biamkv.cloudfront.net/clips/videos/50ee9451-d0e9-4790-acac-d2f7f647e4f5/standard.mp4
2015-02-26 06:58:37.933417,jef,http://dszi951biamkv.cloudfront.net/clips/videos/39f211fd-354d-47ce-9683-3be47e290f97/standard.mp4
2015-02-26 06:58:55.627068,jef,http://dszi951biamkv.cloudfront.net/clips/videos/d25ac682-cc56-46bf-9569-2000a8db5711/standard.mp4
2015-02-26 06:59:14.92545,jef,http://dszi951biamkv.cloudfront.net/clips/videos/4125ef45-d61d-4b9d-89df-47016971f32d/standard.mp4
2015-02-26 07:00:47.667893,jef,http://dszi951biamkv.cloudfront.net/clips/videos/4ed94d78-53e9-45ca-a5b7-d0ffda8147a1/standard.mp4
2015-02-26 07:02:11.609127,jef,http://dszi951biamkv.cloudfront.net/clips/videos/69a28a8b-b83f-4336-a902-c16037e73d0b/standard.mp4
2015-02-26 14:56:08.853332,johnfullard,http://dszi951biamkv.cloudfront.net/clips/videos/a2b56d6e-12a9-4b0a-8282-1b1210964aea/standard.mp4
2015-02-26 18:30:25.225096,jef,http://dszi951biamkv.cloudfront.net/clips/videos/75a6cc58-5295-45fe-b1e3-0f8368541455/standard.mp4
2015-02-26 18:34:32.432012,jef,http://dszi951biamkv.cloudfront.net/clips/videos/ae423ca6-fdbe-456e-acf0-1e1eefab2163/standard.mp4
2015-02-26 18:43:16.127753,jef,http://dszi951biamkv.cloudfront.net/clips/videos/80bd43ff-ee9e-4f0a-8fac-95ab0927cc77/standard.mp4
2015-02-26 19:09:10.093543,jojo,http://dszi951biamkv.cloudfront.net/clips/videos/037f17d5-e201-4d3c-b3bf-a308e95e53b0/standard.mp4
2015-02-26 19:10:35.8116,jojo,http://dszi951biamkv.cloudfront.net/clips/videos/7ce18e83-b177-42a9-9968-60139d1bd125/standard.mp4
2015-02-26 19:16:14.96447,jef,http://dszi951biamkv.cloudfront.net/clips/videos/402ea2ef-1c08-44f2-bce7-1e6524d01863/standard.mp4
2015-02-26 19:18:09.543794,jef,http://dszi951biamkv.cloudfront.net/clips/videos/456abc36-288c-4413-b279-115b039fd970/standard.mp4
2015-02-26 19:19:26.073176,jef,http://dszi951biamkv.cloudfront.net/clips/videos/5c17ea89-baea-41bc-b912-3930b73cd3f4/standard.mp4
2015-02-26 19:22:29.103994,jef,http://dszi951biamkv.cloudfront.net/clips/videos/8e34dc86-1e14-4514-8c64-03cc19dc5fa1/standard.mp4
2015-02-26 19:37:05.731232,jef,http://dszi951biamkv.cloudfront.net/clips/videos/83f14d72-089e-4d42-8b4f-c66746bdae41/standard.mp4
2015-02-26 21:08:46.845882,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/f6863a47-5b84-4c69-b385-c9e30c554e31/standard.mp4
2015-02-26 21:09:09.321848,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/4ad71c63-ae6b-4b0b-8778-064fe424c9c3/standard.mp4
